commodity,state,time,country,total_import_values
980 Goods Returned (exports For Canada Only),Ohio,2018,World Total,"3,100,409,049"
980 Goods Returned (exports For Canada Only),Oklahoma,2018,World Total,"469,858,886"
980 Goods Returned (exports For Canada Only),Oregon,2018,World Total,"1,878,282,050"
980 Goods Returned (exports For Canada Only),Pennsylvania,2018,World Total,"1,599,421,516"
980 Goods Returned (exports For Canada Only),Puerto Rico,2018,World Total,"195,933,958"
980 Goods Returned (exports For Canada Only),Rhode Island,2018,World Total,"97,606,933"
980 Goods Returned (exports For Canada Only),South Carolina,2018,World Total,"604,606,131"
980 Goods Returned (exports For Canada Only),South Dakota,2018,World Total,"27,809,716"
980 Goods Returned (exports For Canada Only),Tennessee,2018,World Total,"2,487,891,339"
980 Goods Returned (exports For Canada Only),Texas,2018,World Total,"6,806,730,344"
980 Goods Returned (exports For Canada Only),Utah,2018,World Total,"668,762,854"
980 Goods Returned (exports For Canada Only),Virginia,2018,World Total,"645,296,359"
980 Goods Returned (exports For Canada Only),US Virgin Islands,2018,World Total,"17,559,584"
980 Goods Returned (exports For Canada Only),Vermont,2018,World Total,"142,506,929"
980 Goods Returned (exports For Canada Only),Washington,2018,World Total,"2,048,353,330"
980 Goods Returned (exports For Canada Only),Wisconsin,2018,World Total,"623,169,850"
980 Goods Returned (exports For Canada Only),West Virginia,2018,World Total,"132,506,332"
980 Goods Returned (exports For Canada Only),Wyoming,2018,World Total,"43,108,582"
990 Other Special Classification Provisions,Alaska,2018,World Total,"901,829"
990 Other Special Classification Provisions,Alabama,2018,World Total,"9,941,350"
990 Other Special Classification Provisions,Arkansas,2018,World Total,"2,960,522"
990 Other Special Classification Provisions,Arizona,2018,World Total,"57,419,705"
990 Other Special Classification Provisions,California,2018,World Total,"651,281,638"
990 Other Special Classification Provisions,Colorado,2018,World Total,"3,950,120"
990 Other Special Classification Provisions,Connecticut,2018,World Total,"15,630,879"
990 Other Special Classification Provisions,Dist of Columbia,2018,World Total,"3,132,219"
990 Other Special Classification Provisions,Delaware,2018,World Total,"40,770"
990 Other Special Classification Provisions,Florida,2018,World Total,"279,896,437"
990 Other Special Classification Provisions,Georgia,2018,World Total,"30,107,353"
990 Other Special Classification Provisions,Hawaii,2018,World Total,"403,106"
990 Other Special Classification Provisions,Iowa,2018,World Total,"31,523,881"
990 Other Special Classification Provisions,Idaho,2018,World Total,"5,046,308"
990 Other Special Classification Provisions,Illinois,2018,World Total,"60,516,734"
990 Other Special Classification Provisions,Indiana,2018,World Total,"7,347,176"
990 Other Special Classification Provisions,Kansas,2018,World Total,"1,400,702"
990 Other Special Classification Provisions,Kentucky,2018,World Total,"8,264,087"
990 Other Special Classification Provisions,Louisiana,2018,World Total,"2,037,386"
990 Other Special Classification Provisions,Massachusetts,2018,World Total,"10,871,150"
990 Other Special Classification Provisions,Maryland,2018,World Total,"11,684,924"
990 Other Special Classification Provisions,Maine,2018,World Total,"240,466,721"
990 Other Special Classification Provisions,Michigan,2018,World Total,"253,092,233"
990 Other Special Classification Provisions,Minnesota,2018,World Total,"327,936,216"
990 Other Special Classification Provisions,Missouri,2018,World Total,"46,332,541"
990 Other Special Classification Provisions,Mississippi,2018,World Total,"374,788"
990 Other Special Classification Provisions,Montana,2018,World Total,"3,407,064"
990 Other Special Classification Provisions,North Carolina,2018,World Total,"19,511,624"
990 Other Special Classification Provisions,North Dakota,2018,World Total,"3,925,549"
990 Other Special Classification Provisions,Nebraska,2018,World Total,"3,247,486"
990 Other Special Classification Provisions,New Hampshire,2018,World Total,"65,125,566"
990 Other Special Classification Provisions,New Jersey,2018,World Total,"17,356,696"
990 Other Special Classification Provisions,New Mexico,2018,World Total,"1,299,276"
990 Other Special Classification Provisions,Nevada,2018,World Total,"10,569,338"
990 Other Special Classification Provisions,New York,2018,World Total,"665,949,399"
990 Other Special Classification Provisions,Ohio,2018,World Total,"39,556,367"
990 Other Special Classification Provisions,Oklahoma,2018,World Total,"5,606,929"
990 Other Special Classification Provisions,Oregon,2018,World Total,"59,637,407"
990 Other Special Classification Provisions,Pennsylvania,2018,World Total,"25,195,437"
990 Other Special Classification Provisions,Puerto Rico,2018,World Total,"309,242"
990 Other Special Classification Provisions,Rhode Island,2018,World Total,"1,050,835"
990 Other Special Classification Provisions,South Carolina,2018,World Total,"15,397,305"
990 Other Special Classification Provisions,South Dakota,2018,World Total,"702,945"
990 Other Special Classification Provisions,Tennessee,2018,World Total,"22,780,985"
990 Other Special Classification Provisions,Texas,2018,World Total,"155,287,300"
990 Other Special Classification Provisions,Utah,2018,World Total,"69,854,497"
990 Other Special Classification Provisions,Virginia,2018,World Total,"179,368,550"
990 Other Special Classification Provisions,US Virgin Islands,2018,World Total,"6,231"
990 Other Special Classification Provisions,Vermont,2018,World Total,"515,155,087"
990 Other Special Classification Provisions,Washington,2018,World Total,"97,475,621"
990 Other Special Classification Provisions,Wisconsin,2018,World Total,"23,926,675"
990 Other Special Classification Provisions,West Virginia,2018,World Total,"24,862"
990 Other Special Classification Provisions,Wyoming,2018,World Total,"995,594"
111 Agricultural Products,Alaska,2019,World Total,"2,122,944"
111 Agricultural Products,Alabama,2019,World Total,"15,136,731"
111 Agricultural Products,Arkansas,2019,World Total,"55,668,088"
111 Agricultural Products,Arizona,2019,World Total,"2,782,017,030"
111 Agricultural Products,California,2019,World Total,"10,158,869,365"
111 Agricultural Products,Colorado,2019,World Total,"96,174,287"
111 Agricultural Products,Connecticut,2019,World Total,"179,064,663"
111 Agricultural Products,Dist of Columbia,2019,World Total,"2,854,412"
111 Agricultural Products,Delaware,2019,World Total,"579,836,106"
111 Agricultural Products,Florida,2019,World Total,"4,968,571,034"
111 Agricultural Products,Georgia,2019,World Total,"447,801,439"
111 Agricultural Products,Hawaii,2019,World Total,"16,793,692"
111 Agricultural Products,Iowa,2019,World Total,"211,331,882"
111 Agricultural Products,Idaho,2019,World Total,"112,598,446"
111 Agricultural Products,Illinois,2019,World Total,"641,117,960"
111 Agricultural Products,Indiana,2019,World Total,"102,866,065"
111 Agricultural Products,Kansas,2019,World Total,"23,023,195"
111 Agricultural Products,Kentucky,2019,World Total,"55,092,918"
111 Agricultural Products,Louisiana,2019,World Total,"663,604,631"
111 Agricultural Products,Massachusetts,2019,World Total,"189,975,928"
111 Agricultural Products,Maryland,2019,World Total,"748,978,099"
111 Agricultural Products,Maine,2019,World Total,"37,945,526"
111 Agricultural Products,Michigan,2019,World Total,"947,201,864"
111 Agricultural Products,Minnesota,2019,World Total,"495,104,106"
111 Agricultural Products,Missouri,2019,World Total,"142,121,972"
111 Agricultural Products,Mississippi,2019,World Total,"189,292,262"
111 Agricultural Products,Montana,2019,World Total,"35,387,598"
111 Agricultural Products,North Carolina,2019,World Total,"586,078,234"
111 Agricultural Products,North Dakota,2019,World Total,"297,011,551"
111 Agricultural Products,Nebraska,2019,World Total,"28,073,727"
111 Agricultural Products,New Hampshire,2019,World Total,"33,201,470"
111 Agricultural Products,New Jersey,2019,World Total,"2,464,267,460"
111 Agricultural Products,New Mexico,2019,World Total,"58,011,893"
111 Agricultural Products,Nevada,2019,World Total,"19,965,674"
111 Agricultural Products,New York,2019,World Total,"1,648,159,079"
111 Agricultural Products,Ohio,2019,World Total,"310,943,104"
111 Agricultural Products,Oklahoma,2019,World Total,"17,186,431"
111 Agricultural Products,Oregon,2019,World Total,"251,209,262"
111 Agricultural Products,Pennsylvania,2019,World Total,"1,372,317,109"
111 Agricultural Products,Puerto Rico,2019,World Total,"180,100,553"
111 Agricultural Products,Rhode Island,2019,World Total,"9,261,708"
111 Agricultural Products,South Carolina,2019,World Total,"547,350,929"
111 Agricultural Products,South Dakota,2019,World Total,"15,338,088"
111 Agricultural Products,Tennessee,2019,World Total,"42,252,055"
111 Agricultural Products,Texas,2019,World Total,"4,783,665,171"
111 Agricultural Products,Utah,2019,World Total,"50,284,535"
111 Agricultural Products,Virginia,2019,World Total,"648,858,306"
111 Agricultural Products,US Virgin Islands,2019,World Total,"33,052"
111 Agricultural Products,Vermont,2019,World Total,"86,546,658"
111 Agricultural Products,Washington,2019,World Total,"950,037,617"
111 Agricultural Products,Wisconsin,2019,World Total,"189,814,216"
111 Agricultural Products,West Virginia,2019,World Total,"605,092"
111 Agricultural Products,Wyoming,2019,World Total,"1,308,676"
112 Livestock & Livestock Products,Alaska,2019,World Total,"203,590"
112 Livestock & Livestock Products,Alabama,2019,World Total,"8,500,622"
112 Livestock & Livestock Products,Arkansas,2019,World Total,"5,385,255"
112 Livestock & Livestock Products,Arizona,2019,World Total,"166,046,242"
112 Livestock & Livestock Products,California,2019,World Total,"736,893,060"
112 Livestock & Livestock Products,Colorado,2019,World Total,"63,822,182"
112 Livestock & Livestock Products,Connecticut,2019,World Total,"37,562,711"
112 Livestock & Livestock Products,Dist of Columbia,2019,World Total,"30,710,019"
112 Livestock & Livestock Products,Delaware,2019,World Total,"2,884,605"
112 Livestock & Livestock Products,Florida,2019,World Total,"1,454,900,509"
112 Livestock & Livestock Products,Georgia,2019,World Total,"49,348,560"
112 Livestock & Livestock Products,Hawaii,2019,World Total,"16,227,607"
112 Livestock & Livestock Products,Iowa,2019,World Total,"158,377,024"
112 Livestock & Livestock Products,Idaho,2019,World Total,"15,249,413"
112 Livestock & Livestock Products,Illinois,2019,World Total,"148,677,996"
112 Livestock & Livestock Products,Indiana,2019,World Total,"18,042,885"
112 Livestock & Livestock Products,Kansas,2019,World Total,"15,855,816"
112 Livestock & Livestock Products,Kentucky,2019,World Total,"37,805,295"
112 Livestock & Livestock Products,Louisiana,2019,World Total,"1,512,629"
112 Livestock & Livestock Products,Massachusetts,2019,World Total,"352,394,494"
112 Livestock & Livestock Products,Maryland,2019,World Total,"37,841,792"
112 Livestock & Livestock Products,Maine,2019,World Total,"41,685,092"
112 Livestock & Livestock Products,Michigan,2019,World Total,"74,165,153"
112 Livestock & Livestock Products,Minnesota,2019,World Total,"137,099,070"
112 Livestock & Livestock Products,Missouri,2019,World Total,"3,886,042"
112 Livestock & Livestock Products,Mississippi,2019,World Total,"1,052,676"
112 Livestock & Livestock Products,Montana,2019,World Total,"7,555,572"
112 Livestock & Livestock Products,North Carolina,2019,World Total,"60,496,644"
112 Livestock & Livestock Products,North Dakota,2019,World Total,"12,398,357"
112 Livestock & Livestock Products,Nebraska,2019,World Total,"95,951,636"
112 Livestock & Livestock Products,New Hampshire,2019,World Total,"1,497,241"
112 Livestock & Livestock Products,New Jersey,2019,World Total,"193,861,938"
112 Livestock & Livestock Products,New Mexico,2019,World Total,"163,912,666"
112 Livestock & Livestock Products,Nevada,2019,World Total,"28,064,201"
112 Livestock & Livestock Products,New York,2019,World Total,"485,177,723"
112 Livestock & Livestock Products,Ohio,2019,World Total,"23,873,591"
112 Livestock & Livestock Products,Oklahoma,2019,World Total,"1,812,069"
112 Livestock & Livestock Products,Oregon,2019,World Total,"42,125,969"
112 Livestock & Livestock Products,Pennsylvania,2019,World Total,"203,799,823"
112 Livestock & Livestock Products,Puerto Rico,2019,World Total,"2,504,945"
112 Livestock & Livestock Products,Rhode Island,2019,World Total,"1,026,595"
112 Livestock & Livestock Products,South Carolina,2019,World Total,"12,184,064"
112 Livestock & Livestock Products,South Dakota,2019,World Total,"51,450,144"
112 Livestock & Livestock Products,Tennessee,2019,World Total,"23,386,786"
112 Livestock & Livestock Products,Texas,2019,World Total,"767,670,953"
112 Livestock & Livestock Products,Utah,2019,World Total,"201,175,384"
112 Livestock & Livestock Products,Virginia,2019,World Total,"17,642,512"
112 Livestock & Livestock Products,US Virgin Islands,2019,World Total,"435,324"
112 Livestock & Livestock Products,Vermont,2019,World Total,"1,356,651"
112 Livestock & Livestock Products,Washington,2019,World Total,"467,418,857"
112 Livestock & Livestock Products,Wisconsin,2019,World Total,"106,566,544"
112 Livestock & Livestock Products,West Virginia,2019,World Total,"6,474,642"
112 Livestock & Livestock Products,Wyoming,2019,World Total,"3,353,746"
113 Forestry Products, Nesoi,Alabama,2019,World Total,"25,980,840"
113 Forestry Products, Nesoi,Arkansas,2019,World Total,"290,954"
113 Forestry Products, Nesoi,Arizona,2019,World Total,"1,187,682"
113 Forestry Products, Nesoi,California,2019,World Total,"213,568,261"
113 Forestry Products, Nesoi,Colorado,2019,World Total,"3,164,328"
113 Forestry Products, Nesoi,Connecticut,2019,World Total,"2,780,244"
113 Forestry Products, Nesoi,Dist of Columbia,2019,World Total,"159,794"
113 Forestry Products, Nesoi,Delaware,2019,World Total,"18,084,157"
113 Forestry Products, Nesoi,Florida,2019,World Total,"29,881,480"
113 Forestry Products, Nesoi,Georgia,2019,World Total,"128,922,049"
113 Forestry Products, Nesoi,Hawaii,2019,World Total,"71,883"
113 Forestry Products, Nesoi,Iowa,2019,World Total,"1,261,346"
113 Forestry Products, Nesoi,Idaho,2019,World Total,"1,868,167"
113 Forestry Products, Nesoi,Illinois,2019,World Total,"168,885,166"
113 Forestry Products, Nesoi,Indiana,2019,World Total,"37,148,083"
113 Forestry Products, Nesoi,Kansas,2019,World Total,"290,490"
113 Forestry Products, Nesoi,Kentucky,2019,World Total,"2,950,191"
113 Forestry Products, Nesoi,Louisiana,2019,World Total,"190,983,469"
113 Forestry Products, Nesoi,Massachusetts,2019,World Total,"22,686,805"
113 Forestry Products, Nesoi,Maryland,2019,World Total,"19,611,610"
113 Forestry Products, Nesoi,Maine,2019,World Total,"4,844,534"
113 Forestry Products, Nesoi,Michigan,2019,World Total,"18,597,843"
113 Forestry Products, Nesoi,Minnesota,2019,World Total,"25,320,966"
113 Forestry Products, Nesoi,Missouri,2019,World Total,"5,284,955"
113 Forestry Products, Nesoi,Mississippi,2019,World Total,"22,246,673"
113 Forestry Products, Nesoi,Montana,2019,World Total,"718,371"
113 Forestry Products, Nesoi,North Carolina,2019,World Total,"73,005,920"
113 Forestry Products, Nesoi,North Dakota,2019,World Total,"134,811"
113 Forestry Products, Nesoi,Nebraska,2019,World Total,"4,154,327"
113 Forestry Products, Nesoi,New Hampshire,2019,World Total,"352,054"
113 Forestry Products, Nesoi,New Jersey,2019,World Total,"323,318,773"
113 Forestry Products, Nesoi,New Mexico,2019,World Total,"475,590"
113 Forestry Products, Nesoi,Nevada,2019,World Total,"2,511,021"
113 Forestry Products, Nesoi,New York,2019,World Total,"145,505,548"
113 Forestry Products, Nesoi,Ohio,2019,World Total,"122,451,454"
113 Forestry Products, Nesoi,Oklahoma,2019,World Total,"30,187,422"
113 Forestry Products, Nesoi,Oregon,2019,World Total,"35,451,274"
113 Forestry Products, Nesoi,Pennsylvania,2019,World Total,"20,988,170"
113 Forestry Products, Nesoi,Puerto Rico,2019,World Total,"471,059"
113 Forestry Products, Nesoi,Rhode Island,2019,World Total,"365,067"
113 Forestry Products, Nesoi,South Carolina,2019,World Total,"371,921,180"
113 Forestry Products, Nesoi,South Dakota,2019,World Total,"590,524"
113 Forestry Products, Nesoi,Tennessee,2019,World Total,"198,777,987"
113 Forestry Products, Nesoi,Texas,2019,World Total,"51,642,176"
113 Forestry Products, Nesoi,Utah,2019,World Total,"34,016,244"
113 Forestry Products, Nesoi,Virginia,2019,World Total,"207,693,352"
113 Forestry Products, Nesoi,US Virgin Islands,2019,World Total,"8,421"
113 Forestry Products, Nesoi,Vermont,2019,World Total,"665,403"
113 Forestry Products, Nesoi,Washington,2019,World Total,"48,321,734"
113 Forestry Products, Nesoi,Wisconsin,2019,World Total,"12,516,761"
113 Forestry Products, Nesoi,West Virginia,2019,World Total,"157,208"
113 Forestry Products, Nesoi,Wyoming,2019,World Total,"1,022,427"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Alaska,2019,World Total,"7,072,600"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Alabama,2019,World Total,"3,486,932"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Arkansas,2019,World Total,"1,040,688"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Arizona,2019,World Total,"51,757,611"
114 Fish, Fresh/chilled/frozen & Other Marine Products,California,2019,World Total,"3,960,623,075"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Colorado,2019,World Total,"17,870,484"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Connecticut,2019,World Total,"121,237,420"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Dist of Columbia,2019,World Total,"20,276,160"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Delaware,2019,World Total,"36,076,781"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Florida,2019,World Total,"2,232,022,853"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Georgia,2019,World Total,"408,188,548"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Hawaii,2019,World Total,"73,043,452"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Iowa,2019,World Total,"2,495,525"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Idaho,2019,World Total,"6,434,443"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Illinois,2019,World Total,"697,981,414"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Indiana,2019,World Total,"95,571,252"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Kansas,2019,World Total,"5,207,609"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Kentucky,2019,World Total,"4,114,824"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Louisiana,2019,World Total,"49,359,730"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Massachusetts,2019,World Total,"2,159,408,647"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Maryland,2019,World Total,"281,710,847"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Maine,2019,World Total,"238,101,642"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Michigan,2019,World Total,"48,580,776"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Minnesota,2019,World Total,"32,388,667"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Missouri,2019,World Total,"36,517,956"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Mississippi,2019,World Total,"1,614,823"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Montana,2019,World Total,"761,737"
114 Fish, Fresh/chilled/frozen & Other Marine Products,North Carolina,2019,World Total,"93,955,496"
114 Fish, Fresh/chilled/frozen & Other Marine Products,North Dakota,2019,World Total,"4,277,479"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Nebraska,2019,World Total,"3,831,489"
114 Fish, Fresh/chilled/frozen & Other Marine Products,New Hampshire,2019,World Total,"134,067,039"
114 Fish, Fresh/chilled/frozen & Other Marine Products,New Jersey,2019,World Total,"1,643,148,022"
114 Fish, Fresh/chilled/frozen & Other Marine Products,New Mexico,2019,World Total,"209,011"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Nevada,2019,World Total,"25,670,783"
114 Fish, Fresh/chilled/frozen & Other Marine Products,New York,2019,World Total,"952,000,292"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Ohio,2019,World Total,"18,433,376"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Oklahoma,2019,World Total,"105,990"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Oregon,2019,World Total,"53,619,504"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Pennsylvania,2019,World Total,"91,296,324"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Puerto Rico,2019,World Total,"50,762,483"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Rhode Island,2019,World Total,"83,856,776"
114 Fish, Fresh/chilled/frozen & Other Marine Products,South Carolina,2019,World Total,"44,820,924"
114 Fish, Fresh/chilled/frozen & Other Marine Products,South Dakota,2019,World Total,"2,074"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Tennessee,2019,World Total,"17,120,248"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Texas,2019,World Total,"628,135,542"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Utah,2019,World Total,"9,058,060"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Virginia,2019,World Total,"403,175,273"
114 Fish, Fresh/chilled/frozen & Other Marine Products,US Virgin Islands,2019,World Total,"64,623"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Vermont,2019,World Total,"26,493,093"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Washington,2019,World Total,"1,194,674,296"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Wisconsin,2019,World Total,"19,031,174"
114 Fish, Fresh/chilled/frozen & Other Marine Products,West Virginia,2019,World Total,"30,792"
114 Fish, Fresh/chilled/frozen & Other Marine Products,Wyoming,2019,World Total,"301,917"
211 Oil & Gas,Alaska,2019,World Total,"36,460,873"
211 Oil & Gas,Alabama,2019,World Total,"2,413,605,987"
211 Oil & Gas,Arkansas,2019,World Total,"1,458,914"
211 Oil & Gas,Arizona,2019,World Total,"21,644,378"
211 Oil & Gas,California,2019,World Total,"20,394,082,481"
211 Oil & Gas,Colorado,2019,World Total,"2,242,317,100"
211 Oil & Gas,Connecticut,2019,World Total,"1,260,906"
211 Oil & Gas,Delaware,2019,World Total,"2,698,701,789"
211 Oil & Gas,Florida,2019,World Total,"30,592,974"
211 Oil & Gas,Georgia,2019,World Total,"36,234,484"
211 Oil & Gas,Hawaii,2019,World Total,"1,612,128,961"
211 Oil & Gas,Iowa,2019,World Total,"166,004,389"
211 Oil & Gas,Idaho,2019,World Total,"18,456,263"
211 Oil & Gas,Illinois,2019,World Total,"26,160,442,465"
211 Oil & Gas,Indiana,2019,World Total,"3,709,006"
211 Oil & Gas,Kansas,2019,World Total,"13,013,909"
211 Oil & Gas,Kentucky,2019,World Total,"1,631,165"
211 Oil & Gas,Louisiana,2019,World Total,"8,584,572,861"
211 Oil & Gas,Massachusetts,2019,World Total,"805,970,033"
211 Oil & Gas,Maryland,2019,World Total,"45,766,388"
211 Oil & Gas,Maine,2019,World Total,"86,014,022"
211 Oil & Gas,Michigan,2019,World Total,"2,674,265,795"
211 Oil & Gas,Minnesota,2019,World Total,"5,414,674,083"
211 Oil & Gas,Missouri,2019,World Total,"3,130,979,708"
211 Oil & Gas,Mississippi,2019,World Total,"1,807,804,404"
211 Oil & Gas,Montana,2019,World Total,"3,068,422,272"
211 Oil & Gas,North Carolina,2019,World Total,"1,453,922"
211 Oil & Gas,North Dakota,2019,World Total,"109,455,455"
211 Oil & Gas,Nebraska,2019,World Total,"487,552"
211 Oil & Gas,New Hampshire,2019,World Total,"17,876,042"
211 Oil & Gas,New Jersey,2019,World Total,"6,886,668,397"
211 Oil & Gas,New Mexico,2019,World Total,"3,378,323"
211 Oil & Gas,Nevada,2019,World Total,"17,146,658"
211 Oil & Gas,New York,2019,World Total,"1,110,583,439"
211 Oil & Gas,Ohio,2019,World Total,"646,836,417"
211 Oil & Gas,Oklahoma,2019,World Total,"3,597,479,375"
211 Oil & Gas,Oregon,2019,World Total,"228,994,917"
211 Oil & Gas,Pennsylvania,2019,World Total,"5,592,901,857"
211 Oil & Gas,Puerto Rico,2019,World Total,"632,800,288"
211 Oil & Gas,Rhode Island,2019,World Total,"118,210"
211 Oil & Gas,South Carolina,2019,World Total,"8,643"
211 Oil & Gas,South Dakota,2019,World Total,"2,618,901"
211 Oil & Gas,Tennessee,2019,World Total,"23,413,929"
211 Oil & Gas,Texas,2019,World Total,"25,771,600,166"
211 Oil & Gas,Utah,2019,World Total,"14,424,683"
211 Oil & Gas,Virginia,2019,World Total,"23,024,381"
211 Oil & Gas,US Virgin Islands,2019,World Total,"10,997,498"
211 Oil & Gas,Vermont,2019,World Total,"92,761,466"
211 Oil & Gas,Washington,2019,World Total,"8,313,668,111"
211 Oil & Gas,Wisconsin,2019,World Total,"146,690,206"
211 Oil & Gas,Wyoming,2019,World Total,"719,929,247"
212 Minerals & Ores,Alaska,2019,World Total,"9,155,342"
212 Minerals & Ores,Alabama,2019,World Total,"208,346,280"
212 Minerals & Ores,Arkansas,2019,World Total,"23,522,058"
212 Minerals & Ores,Arizona,2019,World Total,"427,909,844"
212 Minerals & Ores,California,2019,World Total,"186,587,321"
212 Minerals & Ores,Colorado,2019,World Total,"20,441,014"
212 Minerals & Ores,Connecticut,2019,World Total,"22,620,543"
212 Minerals & Ores,Dist of Columbia,2019,World Total,"29,950"
212 Minerals & Ores,Delaware,2019,World Total,"97,095,043"
212 Minerals & Ores,Florida,2019,World Total,"216,863,039"
212 Minerals & Ores,Georgia,2019,World Total,"133,464,961"
212 Minerals & Ores,Hawaii,2019,World Total,"1,733,566"
212 Minerals & Ores,Iowa,2019,World Total,"5,147,526"
212 Minerals & Ores,Idaho,2019,World Total,"69,182,271"
212 Minerals & Ores,Illinois,2019,World Total,"143,113,058"
212 Minerals & Ores,Indiana,2019,World Total,"140,459,959"
212 Minerals & Ores,Kansas,2019,World Total,"34,214,551"
212 Minerals & Ores,Kentucky,2019,World Total,"22,642,225"
212 Minerals & Ores,Louisiana,2019,World Total,"1,135,491,494"
212 Minerals & Ores,Massachusetts,2019,World Total,"56,541,686"
212 Minerals & Ores,Maryland,2019,World Total,"112,902,870"
212 Minerals & Ores,Maine,2019,World Total,"39,465,306"
212 Minerals & Ores,Michigan,2019,World Total,"179,847,718"
212 Minerals & Ores,Minnesota,2019,World Total,"51,306,654"
212 Minerals & Ores,Missouri,2019,World Total,"12,762,370"
212 Minerals & Ores,Mississippi,2019,World Total,"89,093,979"
212 Minerals & Ores,Montana,2019,World Total,"1,717,948"
212 Minerals & Ores,North Carolina,2019,World Total,"127,992,316"
212 Minerals & Ores,North Dakota,2019,World Total,"9,565,023"
212 Minerals & Ores,Nebraska,2019,World Total,"2,153,977"
212 Minerals & Ores,New Hampshire,2019,World Total,"35,250,323"
212 Minerals & Ores,New Jersey,2019,World Total,"112,589,209"
212 Minerals & Ores,New Mexico,2019,World Total,"1,659,378"
212 Minerals & Ores,Nevada,2019,World Total,"16,350,965"
212 Minerals & Ores,New York,2019,World Total,"137,967,322"
212 Minerals & Ores,Ohio,2019,World Total,"216,580,530"
212 Minerals & Ores,Oklahoma,2019,World Total,"56,861,509"
212 Minerals & Ores,Oregon,2019,World Total,"37,030,846"
212 Minerals & Ores,Pennsylvania,2019,World Total,"221,500,771"
212 Minerals & Ores,Puerto Rico,2019,World Total,"160,386,670"
212 Minerals & Ores,Rhode Island,2019,World Total,"22,823,373"
212 Minerals & Ores,South Carolina,2019,World Total,"22,563,979"
212 Minerals & Ores,South Dakota,2019,World Total,"823,100"
212 Minerals & Ores,Tennessee,2019,World Total,"27,412,420"
212 Minerals & Ores,Texas,2019,World Total,"646,795,733"
212 Minerals & Ores,Utah,2019,World Total,"50,710,814"
212 Minerals & Ores,Virginia,2019,World Total,"47,210,578"
212 Minerals & Ores,US Virgin Islands,2019,World Total,"269,551"
212 Minerals & Ores,Vermont,2019,World Total,"6,556,684"
212 Minerals & Ores,Washington,2019,World Total,"45,634,468"
212 Minerals & Ores,Wisconsin,2019,World Total,"64,464,728"
212 Minerals & Ores,West Virginia,2019,World Total,"19,817,294"
212 Minerals & Ores,Wyoming,2019,World Total,"4,323,584"
311 Food & Kindred Products,Alaska,2019,World Total,"13,402,961"
311 Food & Kindred Products,Alabama,2019,World Total,"257,275,053"
311 Food & Kindred Products,Arkansas,2019,World Total,"107,544,199"
311 Food & Kindred Products,Arizona,2019,World Total,"410,784,447"
311 Food & Kindred Products,California,2019,World Total,"13,298,255,091"
311 Food & Kindred Products,Colorado,2019,World Total,"277,311,646"
311 Food & Kindred Products,Connecticut,2019,World Total,"380,584,661"
311 Food & Kindred Products,Dist of Columbia,2019,World Total,"47,147,506"
311 Food & Kindred Products,Delaware,2019,World Total,"235,503,942"
311 Food & Kindred Products,Florida,2019,World Total,"3,107,777,272"
311 Food & Kindred Products,Georgia,2019,World Total,"5,761,880,386"
311 Food & Kindred Products,Hawaii,2019,World Total,"105,242,707"
