commodity,state,time,country,total_import_values
316 Leather & Allied Products,Tennessee,2020,World Total,"1,746,498,890"
316 Leather & Allied Products,Texas,2020,World Total,"1,433,585,346"
316 Leather & Allied Products,Utah,2020,World Total,"212,142,794"
316 Leather & Allied Products,Virginia,2020,World Total,"253,172,009"
316 Leather & Allied Products,US Virgin Islands,2020,World Total,"153,858"
316 Leather & Allied Products,Vermont,2020,World Total,"19,490,885"
316 Leather & Allied Products,Washington,2020,World Total,"374,543,588"
316 Leather & Allied Products,Wisconsin,2020,World Total,"313,958,803"
316 Leather & Allied Products,West Virginia,2020,World Total,"6,598,840"
316 Leather & Allied Products,Wyoming,2020,World Total,"3,824,789"
321 Wood Products,Alaska,2020,World Total,"14,904,416"
321 Wood Products,Alabama,2020,World Total,"278,938,020"
321 Wood Products,Arkansas,2020,World Total,"33,632,834"
321 Wood Products,Arizona,2020,World Total,"283,805,617"
321 Wood Products,California,2020,World Total,"2,643,367,251"
321 Wood Products,Colorado,2020,World Total,"304,111,596"
321 Wood Products,Connecticut,2020,World Total,"179,636,028"
321 Wood Products,Dist of Columbia,2020,World Total,"2,500,869"
321 Wood Products,Delaware,2020,World Total,"43,079,898"
321 Wood Products,Florida,2020,World Total,"1,085,806,854"
321 Wood Products,Georgia,2020,World Total,"1,120,723,122"
321 Wood Products,Hawaii,2020,World Total,"18,588,146"
321 Wood Products,Iowa,2020,World Total,"112,122,594"
321 Wood Products,Idaho,2020,World Total,"233,984,006"
321 Wood Products,Illinois,2020,World Total,"760,518,446"
321 Wood Products,Indiana,2020,World Total,"438,061,243"
321 Wood Products,Kansas,2020,World Total,"130,817,109"
321 Wood Products,Kentucky,2020,World Total,"191,936,371"
321 Wood Products,Louisiana,2020,World Total,"191,538,005"
321 Wood Products,Massachusetts,2020,World Total,"581,531,310"
321 Wood Products,Maryland,2020,World Total,"934,346,573"
321 Wood Products,Maine,2020,World Total,"242,293,517"
321 Wood Products,Michigan,2020,World Total,"666,240,046"
321 Wood Products,Minnesota,2020,World Total,"496,546,476"
321 Wood Products,Missouri,2020,World Total,"240,771,227"
321 Wood Products,Mississippi,2020,World Total,"81,321,529"
321 Wood Products,Montana,2020,World Total,"136,319,782"
321 Wood Products,North Carolina,2020,World Total,"757,013,266"
321 Wood Products,North Dakota,2020,World Total,"50,449,784"
321 Wood Products,Nebraska,2020,World Total,"111,561,836"
321 Wood Products,New Hampshire,2020,World Total,"175,754,159"
321 Wood Products,New Jersey,2020,World Total,"472,411,245"
321 Wood Products,New Mexico,2020,World Total,"25,500,852"
321 Wood Products,Nevada,2020,World Total,"84,306,974"
321 Wood Products,New York,2020,World Total,"1,015,104,090"
321 Wood Products,Ohio,2020,World Total,"494,535,396"
321 Wood Products,Oklahoma,2020,World Total,"142,717,192"
321 Wood Products,Oregon,2020,World Total,"676,900,824"
321 Wood Products,Pennsylvania,2020,World Total,"750,646,271"
321 Wood Products,Puerto Rico,2020,World Total,"43,203,847"
321 Wood Products,Rhode Island,2020,World Total,"41,518,588"
321 Wood Products,South Carolina,2020,World Total,"314,063,875"
321 Wood Products,South Dakota,2020,World Total,"77,048,491"
321 Wood Products,Tennessee,2020,World Total,"373,249,299"
321 Wood Products,Texas,2020,World Total,"1,777,709,331"
321 Wood Products,Utah,2020,World Total,"222,534,440"
321 Wood Products,Virginia,2020,World Total,"443,569,914"
321 Wood Products,US Virgin Islands,2020,World Total,"54,332"
321 Wood Products,Vermont,2020,World Total,"98,516,749"
321 Wood Products,Washington,2020,World Total,"1,417,036,631"
321 Wood Products,Wisconsin,2020,World Total,"471,677,759"
321 Wood Products,West Virginia,2020,World Total,"17,460,651"
321 Wood Products,Wyoming,2020,World Total,"15,517,693"
322 Paper,Alaska,2020,World Total,"9,398,869"
322 Paper,Alabama,2020,World Total,"131,676,691"
322 Paper,Arkansas,2020,World Total,"63,825,217"
322 Paper,Arizona,2020,World Total,"129,244,819"
322 Paper,California,2020,World Total,"2,037,189,251"
322 Paper,Colorado,2020,World Total,"93,471,957"
322 Paper,Connecticut,2020,World Total,"190,625,706"
322 Paper,Dist of Columbia,2020,World Total,"3,136,608"
322 Paper,Delaware,2020,World Total,"45,033,567"
322 Paper,Florida,2020,World Total,"1,259,869,895"
322 Paper,Georgia,2020,World Total,"1,003,027,689"
322 Paper,Hawaii,2020,World Total,"12,037,786"
322 Paper,Iowa,2020,World Total,"109,122,366"
322 Paper,Idaho,2020,World Total,"50,676,228"
322 Paper,Illinois,2020,World Total,"1,333,645,925"
322 Paper,Indiana,2020,World Total,"270,944,732"
322 Paper,Kansas,2020,World Total,"63,782,715"
322 Paper,Kentucky,2020,World Total,"192,939,660"
322 Paper,Louisiana,2020,World Total,"33,178,471"
322 Paper,Massachusetts,2020,World Total,"609,039,471"
322 Paper,Maryland,2020,World Total,"416,870,283"
322 Paper,Maine,2020,World Total,"331,778,732"
322 Paper,Michigan,2020,World Total,"476,751,906"
322 Paper,Minnesota,2020,World Total,"352,027,792"
322 Paper,Missouri,2020,World Total,"217,714,672"
322 Paper,Mississippi,2020,World Total,"58,762,192"
322 Paper,Montana,2020,World Total,"3,423,544"
322 Paper,North Carolina,2020,World Total,"449,033,533"
322 Paper,North Dakota,2020,World Total,"9,232,077"
322 Paper,Nebraska,2020,World Total,"36,393,121"
322 Paper,New Hampshire,2020,World Total,"40,739,417"
322 Paper,New Jersey,2020,World Total,"1,004,501,957"
322 Paper,New Mexico,2020,World Total,"11,138,391"
322 Paper,Nevada,2020,World Total,"98,727,546"
322 Paper,New York,2020,World Total,"1,580,571,960"
322 Paper,Ohio,2020,World Total,"865,477,341"
322 Paper,Oklahoma,2020,World Total,"211,213,726"
322 Paper,Oregon,2020,World Total,"137,819,108"
322 Paper,Pennsylvania,2020,World Total,"1,330,493,097"
322 Paper,Puerto Rico,2020,World Total,"129,325,584"
322 Paper,Rhode Island,2020,World Total,"45,906,370"
322 Paper,South Carolina,2020,World Total,"478,943,068"
322 Paper,South Dakota,2020,World Total,"22,723,813"
322 Paper,Tennessee,2020,World Total,"365,357,700"
322 Paper,Texas,2020,World Total,"1,184,482,444"
322 Paper,Utah,2020,World Total,"139,830,979"
322 Paper,Virginia,2020,World Total,"527,730,225"
322 Paper,US Virgin Islands,2020,World Total,"168,763"
322 Paper,Vermont,2020,World Total,"35,737,488"
322 Paper,Washington,2020,World Total,"296,615,465"
322 Paper,Wisconsin,2020,World Total,"759,884,408"
322 Paper,West Virginia,2020,World Total,"69,117,394"
322 Paper,Wyoming,2020,World Total,"3,338,564"
323 Printed Matter And Related Products, Nesoi,Alaska,2020,World Total,"6,841,088"
323 Printed Matter And Related Products, Nesoi,Alabama,2020,World Total,"32,955,181"
323 Printed Matter And Related Products, Nesoi,Arkansas,2020,World Total,"47,106,153"
323 Printed Matter And Related Products, Nesoi,Arizona,2020,World Total,"16,776,643"
323 Printed Matter And Related Products, Nesoi,California,2020,World Total,"825,421,664"
323 Printed Matter And Related Products, Nesoi,Colorado,2020,World Total,"14,579,412"
323 Printed Matter And Related Products, Nesoi,Connecticut,2020,World Total,"38,344,657"
323 Printed Matter And Related Products, Nesoi,Dist of Columbia,2020,World Total,"14,381,921"
323 Printed Matter And Related Products, Nesoi,Delaware,2020,World Total,"6,013,430"
323 Printed Matter And Related Products, Nesoi,Florida,2020,World Total,"115,755,276"
323 Printed Matter And Related Products, Nesoi,Georgia,2020,World Total,"109,521,247"
323 Printed Matter And Related Products, Nesoi,Hawaii,2020,World Total,"4,238,077"
323 Printed Matter And Related Products, Nesoi,Iowa,2020,World Total,"9,055,482"
323 Printed Matter And Related Products, Nesoi,Idaho,2020,World Total,"4,821,447"
323 Printed Matter And Related Products, Nesoi,Illinois,2020,World Total,"317,773,853"
323 Printed Matter And Related Products, Nesoi,Indiana,2020,World Total,"226,297,006"
323 Printed Matter And Related Products, Nesoi,Kansas,2020,World Total,"84,543,341"
323 Printed Matter And Related Products, Nesoi,Kentucky,2020,World Total,"153,403,070"
323 Printed Matter And Related Products, Nesoi,Louisiana,2020,World Total,"4,213,702"
323 Printed Matter And Related Products, Nesoi,Massachusetts,2020,World Total,"118,607,538"
323 Printed Matter And Related Products, Nesoi,Maryland,2020,World Total,"127,664,221"
323 Printed Matter And Related Products, Nesoi,Maine,2020,World Total,"4,812,623"
323 Printed Matter And Related Products, Nesoi,Michigan,2020,World Total,"71,501,765"
323 Printed Matter And Related Products, Nesoi,Minnesota,2020,World Total,"186,026,250"
323 Printed Matter And Related Products, Nesoi,Missouri,2020,World Total,"168,785,795"
323 Printed Matter And Related Products, Nesoi,Mississippi,2020,World Total,"10,808,335"
323 Printed Matter And Related Products, Nesoi,Montana,2020,World Total,"1,079,955"
323 Printed Matter And Related Products, Nesoi,North Carolina,2020,World Total,"65,742,390"
323 Printed Matter And Related Products, Nesoi,North Dakota,2020,World Total,"2,336,114"
323 Printed Matter And Related Products, Nesoi,Nebraska,2020,World Total,"10,896,707"
323 Printed Matter And Related Products, Nesoi,New Hampshire,2020,World Total,"4,365,337"
323 Printed Matter And Related Products, Nesoi,New Jersey,2020,World Total,"197,794,571"
323 Printed Matter And Related Products, Nesoi,New Mexico,2020,World Total,"1,718,052"
323 Printed Matter And Related Products, Nesoi,Nevada,2020,World Total,"36,720,815"
323 Printed Matter And Related Products, Nesoi,New York,2020,World Total,"438,513,897"
323 Printed Matter And Related Products, Nesoi,Ohio,2020,World Total,"98,998,265"
323 Printed Matter And Related Products, Nesoi,Oklahoma,2020,World Total,"215,651,948"
323 Printed Matter And Related Products, Nesoi,Oregon,2020,World Total,"28,396,193"
323 Printed Matter And Related Products, Nesoi,Pennsylvania,2020,World Total,"171,110,586"
323 Printed Matter And Related Products, Nesoi,Puerto Rico,2020,World Total,"14,355,948"
323 Printed Matter And Related Products, Nesoi,Rhode Island,2020,World Total,"15,320,930"
323 Printed Matter And Related Products, Nesoi,South Carolina,2020,World Total,"25,993,227"
323 Printed Matter And Related Products, Nesoi,South Dakota,2020,World Total,"2,337,905"
323 Printed Matter And Related Products, Nesoi,Tennessee,2020,World Total,"189,164,743"
323 Printed Matter And Related Products, Nesoi,Texas,2020,World Total,"315,385,953"
323 Printed Matter And Related Products, Nesoi,Utah,2020,World Total,"31,071,698"
323 Printed Matter And Related Products, Nesoi,Virginia,2020,World Total,"123,592,583"
323 Printed Matter And Related Products, Nesoi,US Virgin Islands,2020,World Total,"20,307"
323 Printed Matter And Related Products, Nesoi,Vermont,2020,World Total,"7,473,300"
323 Printed Matter And Related Products, Nesoi,Washington,2020,World Total,"83,962,362"
323 Printed Matter And Related Products, Nesoi,Wisconsin,2020,World Total,"103,146,554"
323 Printed Matter And Related Products, Nesoi,West Virginia,2020,World Total,"4,067,430"
323 Printed Matter And Related Products, Nesoi,Wyoming,2020,World Total,"1,059,277"
324 Petroleum & Coal Products,Alaska,2020,World Total,"687,033,881"
324 Petroleum & Coal Products,Alabama,2020,World Total,"108,366,716"
324 Petroleum & Coal Products,Arkansas,2020,World Total,"5,380,347"
324 Petroleum & Coal Products,Arizona,2020,World Total,"5,641,806"
324 Petroleum & Coal Products,California,2020,World Total,"3,904,378,681"
324 Petroleum & Coal Products,Colorado,2020,World Total,"14,513,154"
324 Petroleum & Coal Products,Connecticut,2020,World Total,"901,127,248"
324 Petroleum & Coal Products,Dist of Columbia,2020,World Total,"161,084"
324 Petroleum & Coal Products,Delaware,2020,World Total,"354,716,652"
324 Petroleum & Coal Products,Florida,2020,World Total,"1,339,461,099"
324 Petroleum & Coal Products,Georgia,2020,World Total,"263,482,737"
324 Petroleum & Coal Products,Hawaii,2020,World Total,"326,046,935"
324 Petroleum & Coal Products,Iowa,2020,World Total,"21,964,325"
324 Petroleum & Coal Products,Idaho,2020,World Total,"142,851,096"
324 Petroleum & Coal Products,Illinois,2020,World Total,"182,456,739"
324 Petroleum & Coal Products,Indiana,2020,World Total,"92,860,838"
324 Petroleum & Coal Products,Kansas,2020,World Total,"16,878,818"
324 Petroleum & Coal Products,Kentucky,2020,World Total,"27,661,366"
324 Petroleum & Coal Products,Louisiana,2020,World Total,"3,424,133,868"
324 Petroleum & Coal Products,Massachusetts,2020,World Total,"1,976,102,274"
324 Petroleum & Coal Products,Maryland,2020,World Total,"206,842,368"
324 Petroleum & Coal Products,Maine,2020,World Total,"1,454,339,316"
324 Petroleum & Coal Products,Michigan,2020,World Total,"162,923,113"
324 Petroleum & Coal Products,Minnesota,2020,World Total,"60,019,497"
324 Petroleum & Coal Products,Missouri,2020,World Total,"24,766,134"
324 Petroleum & Coal Products,Mississippi,2020,World Total,"970,365,116"
324 Petroleum & Coal Products,Montana,2020,World Total,"18,580,532"
324 Petroleum & Coal Products,North Carolina,2020,World Total,"67,619,926"
324 Petroleum & Coal Products,North Dakota,2020,World Total,"54,062,334"
324 Petroleum & Coal Products,Nebraska,2020,World Total,"26,855,576"
324 Petroleum & Coal Products,New Hampshire,2020,World Total,"389,034,120"
324 Petroleum & Coal Products,New Jersey,2020,World Total,"7,033,378,016"
324 Petroleum & Coal Products,New Mexico,2020,World Total,"1,419,720"
324 Petroleum & Coal Products,Nevada,2020,World Total,"8,102,532"
324 Petroleum & Coal Products,New York,2020,World Total,"728,964,706"
324 Petroleum & Coal Products,Ohio,2020,World Total,"109,232,000"
324 Petroleum & Coal Products,Oklahoma,2020,World Total,"9,165,217"
324 Petroleum & Coal Products,Oregon,2020,World Total,"146,367,648"
324 Petroleum & Coal Products,Pennsylvania,2020,World Total,"179,701,921"
324 Petroleum & Coal Products,Puerto Rico,2020,World Total,"2,133,346,136"
324 Petroleum & Coal Products,Rhode Island,2020,World Total,"1,022,286,284"
324 Petroleum & Coal Products,South Carolina,2020,World Total,"244,176,199"
324 Petroleum & Coal Products,South Dakota,2020,World Total,"2,080,730"
324 Petroleum & Coal Products,Tennessee,2020,World Total,"26,633,911"
324 Petroleum & Coal Products,Texas,2020,World Total,"6,904,949,178"
324 Petroleum & Coal Products,Utah,2020,World Total,"32,491,187"
324 Petroleum & Coal Products,Virginia,2020,World Total,"72,229,527"
324 Petroleum & Coal Products,US Virgin Islands,2020,World Total,"600,196,051"
324 Petroleum & Coal Products,Vermont,2020,World Total,"190,568,481"
324 Petroleum & Coal Products,Washington,2020,World Total,"336,572,420"
324 Petroleum & Coal Products,Wisconsin,2020,World Total,"131,478,119"
324 Petroleum & Coal Products,West Virginia,2020,World Total,"22,914,142"
324 Petroleum & Coal Products,Wyoming,2020,World Total,"12,276,311"
325 Chemicals,Alaska,2020,World Total,"34,481,508"
325 Chemicals,Alabama,2020,World Total,"1,424,703,384"
325 Chemicals,Arkansas,2020,World Total,"206,779,518"
325 Chemicals,Arizona,2020,World Total,"698,073,969"
325 Chemicals,California,2020,World Total,"14,987,168,186"
325 Chemicals,Colorado,2020,World Total,"361,950,190"
325 Chemicals,Connecticut,2020,World Total,"1,689,829,058"
325 Chemicals,Dist of Columbia,2020,World Total,"22,646,251"
325 Chemicals,Delaware,2020,World Total,"4,127,729,107"
325 Chemicals,Florida,2020,World Total,"6,931,073,663"
325 Chemicals,Georgia,2020,World Total,"8,631,016,944"
325 Chemicals,Hawaii,2020,World Total,"19,553,765"
325 Chemicals,Iowa,2020,World Total,"1,202,516,422"
325 Chemicals,Idaho,2020,World Total,"205,320,826"
325 Chemicals,Illinois,2020,World Total,"14,939,038,500"
325 Chemicals,Indiana,2020,World Total,"26,101,091,020"
325 Chemicals,Kansas,2020,World Total,"575,847,546"
325 Chemicals,Kentucky,2020,World Total,"16,624,465,813"
325 Chemicals,Louisiana,2020,World Total,"3,206,387,860"
325 Chemicals,Massachusetts,2020,World Total,"2,466,737,974"
325 Chemicals,Maryland,2020,World Total,"1,685,552,302"
325 Chemicals,Maine,2020,World Total,"206,176,164"
325 Chemicals,Michigan,2020,World Total,"3,291,618,452"
325 Chemicals,Minnesota,2020,World Total,"1,352,080,607"
325 Chemicals,Missouri,2020,World Total,"2,669,108,687"
325 Chemicals,Mississippi,2020,World Total,"756,084,348"
325 Chemicals,Montana,2020,World Total,"169,387,594"
325 Chemicals,North Carolina,2020,World Total,"16,148,673,528"
325 Chemicals,North Dakota,2020,World Total,"270,538,203"
325 Chemicals,Nebraska,2020,World Total,"919,294,412"
325 Chemicals,New Hampshire,2020,World Total,"187,091,075"
325 Chemicals,New Jersey,2020,World Total,"27,499,019,409"
325 Chemicals,New Mexico,2020,World Total,"314,309,693"
325 Chemicals,Nevada,2020,World Total,"738,063,833"
325 Chemicals,New York,2020,World Total,"9,800,207,929"
325 Chemicals,Ohio,2020,World Total,"11,427,291,037"
325 Chemicals,Oklahoma,2020,World Total,"250,598,734"
325 Chemicals,Oregon,2020,World Total,"1,401,798,629"
325 Chemicals,Pennsylvania,2020,World Total,"26,145,072,984"
325 Chemicals,Puerto Rico,2020,World Total,"13,273,697,932"
325 Chemicals,Rhode Island,2020,World Total,"189,379,457"
325 Chemicals,South Carolina,2020,World Total,"4,686,130,916"
325 Chemicals,South Dakota,2020,World Total,"73,737,397"
325 Chemicals,Tennessee,2020,World Total,"18,568,090,365"
325 Chemicals,Texas,2020,World Total,"13,459,442,807"
325 Chemicals,Utah,2020,World Total,"655,349,475"
325 Chemicals,Virginia,2020,World Total,"4,100,768,584"
325 Chemicals,US Virgin Islands,2020,World Total,"2,505,407"
325 Chemicals,Vermont,2020,World Total,"61,499,488"
325 Chemicals,Washington,2020,World Total,"1,606,475,021"
325 Chemicals,Wisconsin,2020,World Total,"4,316,562,145"
325 Chemicals,West Virginia,2020,World Total,"404,450,710"
325 Chemicals,Wyoming,2020,World Total,"110,396,545"
326 Plastics & Rubber Products,Alaska,2020,World Total,"17,494,659"
326 Plastics & Rubber Products,Alabama,2020,World Total,"721,225,944"
326 Plastics & Rubber Products,Arkansas,2020,World Total,"277,016,277"
326 Plastics & Rubber Products,Arizona,2020,World Total,"384,149,273"
326 Plastics & Rubber Products,California,2020,World Total,"11,373,273,429"
326 Plastics & Rubber Products,Colorado,2020,World Total,"408,531,084"
326 Plastics & Rubber Products,Connecticut,2020,World Total,"387,339,440"
326 Plastics & Rubber Products,Dist of Columbia,2020,World Total,"8,624,939"
326 Plastics & Rubber Products,Delaware,2020,World Total,"129,019,793"
326 Plastics & Rubber Products,Florida,2020,World Total,"1,741,097,288"
326 Plastics & Rubber Products,Georgia,2020,World Total,"4,674,992,810"
326 Plastics & Rubber Products,Hawaii,2020,World Total,"42,111,975"
326 Plastics & Rubber Products,Iowa,2020,World Total,"308,655,497"
326 Plastics & Rubber Products,Idaho,2020,World Total,"94,492,419"
326 Plastics & Rubber Products,Illinois,2020,World Total,"3,893,384,340"
326 Plastics & Rubber Products,Indiana,2020,World Total,"1,515,654,456"
326 Plastics & Rubber Products,Kansas,2020,World Total,"337,918,767"
326 Plastics & Rubber Products,Kentucky,2020,World Total,"685,592,749"
326 Plastics & Rubber Products,Louisiana,2020,World Total,"246,386,360"
326 Plastics & Rubber Products,Massachusetts,2020,World Total,"732,544,299"
326 Plastics & Rubber Products,Maryland,2020,World Total,"533,678,780"
326 Plastics & Rubber Products,Maine,2020,World Total,"124,783,015"
326 Plastics & Rubber Products,Michigan,2020,World Total,"1,694,554,477"
326 Plastics & Rubber Products,Minnesota,2020,World Total,"769,225,771"
326 Plastics & Rubber Products,Missouri,2020,World Total,"816,578,681"
326 Plastics & Rubber Products,Mississippi,2020,World Total,"346,934,955"
326 Plastics & Rubber Products,Montana,2020,World Total,"24,051,624"
326 Plastics & Rubber Products,North Carolina,2020,World Total,"1,935,776,643"
326 Plastics & Rubber Products,North Dakota,2020,World Total,"40,244,404"
326 Plastics & Rubber Products,Nebraska,2020,World Total,"199,060,434"
326 Plastics & Rubber Products,New Hampshire,2020,World Total,"385,522,511"
326 Plastics & Rubber Products,New Jersey,2020,World Total,"2,250,392,199"
326 Plastics & Rubber Products,New Mexico,2020,World Total,"171,264,758"
326 Plastics & Rubber Products,Nevada,2020,World Total,"515,315,115"
326 Plastics & Rubber Products,New York,2020,World Total,"2,580,185,462"
326 Plastics & Rubber Products,Ohio,2020,World Total,"2,666,642,907"
326 Plastics & Rubber Products,Oklahoma,2020,World Total,"233,058,937"
326 Plastics & Rubber Products,Oregon,2020,World Total,"552,312,481"
326 Plastics & Rubber Products,Pennsylvania,2020,World Total,"2,572,285,847"
326 Plastics & Rubber Products,Puerto Rico,2020,World Total,"353,876,496"
326 Plastics & Rubber Products,Rhode Island,2020,World Total,"101,590,524"
326 Plastics & Rubber Products,South Carolina,2020,World Total,"1,922,019,564"
326 Plastics & Rubber Products,South Dakota,2020,World Total,"48,487,143"
326 Plastics & Rubber Products,Tennessee,2020,World Total,"2,018,264,212"
326 Plastics & Rubber Products,Texas,2020,World Total,"5,243,436,809"
326 Plastics & Rubber Products,Utah,2020,World Total,"394,385,368"
326 Plastics & Rubber Products,Virginia,2020,World Total,"1,129,240,530"
326 Plastics & Rubber Products,US Virgin Islands,2020,World Total,"881,624"
326 Plastics & Rubber Products,Vermont,2020,World Total,"76,144,294"
326 Plastics & Rubber Products,Washington,2020,World Total,"1,178,624,100"
326 Plastics & Rubber Products,Wisconsin,2020,World Total,"1,060,627,248"
326 Plastics & Rubber Products,West Virginia,2020,World Total,"47,778,125"
326 Plastics & Rubber Products,Wyoming,2020,World Total,"16,305,199"
327 Nonmetallic Mineral Products,Alaska,2020,World Total,"13,111,782"
327 Nonmetallic Mineral Products,Alabama,2020,World Total,"237,053,470"
327 Nonmetallic Mineral Products,Arkansas,2020,World Total,"57,717,599"
327 Nonmetallic Mineral Products,Arizona,2020,World Total,"202,794,367"
327 Nonmetallic Mineral Products,California,2020,World Total,"3,757,365,068"
327 Nonmetallic Mineral Products,Colorado,2020,World Total,"131,471,768"
327 Nonmetallic Mineral Products,Connecticut,2020,World Total,"161,220,950"
327 Nonmetallic Mineral Products,Dist of Columbia,2020,World Total,"4,907,230"
327 Nonmetallic Mineral Products,Delaware,2020,World Total,"52,446,801"
327 Nonmetallic Mineral Products,Florida,2020,World Total,"1,413,932,014"
327 Nonmetallic Mineral Products,Georgia,2020,World Total,"1,451,504,221"
327 Nonmetallic Mineral Products,Hawaii,2020,World Total,"38,490,698"
327 Nonmetallic Mineral Products,Iowa,2020,World Total,"95,987,556"
327 Nonmetallic Mineral Products,Idaho,2020,World Total,"19,141,405"
327 Nonmetallic Mineral Products,Illinois,2020,World Total,"919,873,984"
327 Nonmetallic Mineral Products,Indiana,2020,World Total,"415,911,388"
327 Nonmetallic Mineral Products,Kansas,2020,World Total,"90,341,826"
327 Nonmetallic Mineral Products,Kentucky,2020,World Total,"188,323,614"
327 Nonmetallic Mineral Products,Louisiana,2020,World Total,"153,720,464"
327 Nonmetallic Mineral Products,Massachusetts,2020,World Total,"449,152,872"
327 Nonmetallic Mineral Products,Maryland,2020,World Total,"214,977,582"
327 Nonmetallic Mineral Products,Maine,2020,World Total,"51,199,683"
327 Nonmetallic Mineral Products,Michigan,2020,World Total,"523,274,605"
327 Nonmetallic Mineral Products,Minnesota,2020,World Total,"330,651,062"
327 Nonmetallic Mineral Products,Missouri,2020,World Total,"244,214,066"
327 Nonmetallic Mineral Products,Mississippi,2020,World Total,"63,470,137"
327 Nonmetallic Mineral Products,Montana,2020,World Total,"15,286,004"
327 Nonmetallic Mineral Products,North Carolina,2020,World Total,"544,664,111"
327 Nonmetallic Mineral Products,North Dakota,2020,World Total,"27,704,317"
327 Nonmetallic Mineral Products,Nebraska,2020,World Total,"41,379,786"
327 Nonmetallic Mineral Products,New Hampshire,2020,World Total,"59,211,751"
327 Nonmetallic Mineral Products,New Jersey,2020,World Total,"1,208,640,267"
327 Nonmetallic Mineral Products,New Mexico,2020,World Total,"14,847,845"
327 Nonmetallic Mineral Products,Nevada,2020,World Total,"90,637,781"
327 Nonmetallic Mineral Products,New York,2020,World Total,"1,245,240,811"
327 Nonmetallic Mineral Products,Ohio,2020,World Total,"877,590,354"
327 Nonmetallic Mineral Products,Oklahoma,2020,World Total,"140,705,483"
327 Nonmetallic Mineral Products,Oregon,2020,World Total,"242,116,886"
327 Nonmetallic Mineral Products,Pennsylvania,2020,World Total,"733,607,198"
327 Nonmetallic Mineral Products,Puerto Rico,2020,World Total,"122,387,882"
327 Nonmetallic Mineral Products,Rhode Island,2020,World Total,"75,934,420"
327 Nonmetallic Mineral Products,South Carolina,2020,World Total,"377,554,619"
327 Nonmetallic Mineral Products,South Dakota,2020,World Total,"8,424,605"
327 Nonmetallic Mineral Products,Tennessee,2020,World Total,"429,813,457"
327 Nonmetallic Mineral Products,Texas,2020,World Total,"2,843,973,723"
327 Nonmetallic Mineral Products,Utah,2020,World Total,"90,063,968"
327 Nonmetallic Mineral Products,Virginia,2020,World Total,"472,175,777"
327 Nonmetallic Mineral Products,US Virgin Islands,2020,World Total,"368,028"
327 Nonmetallic Mineral Products,Vermont,2020,World Total,"41,813,274"
327 Nonmetallic Mineral Products,Washington,2020,World Total,"601,898,180"
327 Nonmetallic Mineral Products,Wisconsin,2020,World Total,"261,314,211"
327 Nonmetallic Mineral Products,West Virginia,2020,World Total,"40,205,506"
327 Nonmetallic Mineral Products,Wyoming,2020,World Total,"7,381,564"
331 Primary Metal Mfg,Alaska,2020,World Total,"28,339,109"
331 Primary Metal Mfg,Alabama,2020,World Total,"1,696,848,064"
331 Primary Metal Mfg,Arkansas,2020,World Total,"343,113,835"
331 Primary Metal Mfg,Arizona,2020,World Total,"554,705,134"
331 Primary Metal Mfg,California,2020,World Total,"5,537,981,187"
331 Primary Metal Mfg,Colorado,2020,World Total,"111,271,987"
331 Primary Metal Mfg,Connecticut,2020,World Total,"3,025,029,800"
331 Primary Metal Mfg,Dist of Columbia,2020,World Total,"4,089,284"
331 Primary Metal Mfg,Delaware,2020,World Total,"362,119,947"
331 Primary Metal Mfg,Florida,2020,World Total,"3,716,066,601"
331 Primary Metal Mfg,Georgia,2020,World Total,"2,359,794,852"
331 Primary Metal Mfg,Hawaii,2020,World Total,"5,774,899"
331 Primary Metal Mfg,Iowa,2020,World Total,"388,311,653"
331 Primary Metal Mfg,Idaho,2020,World Total,"311,170,134"
331 Primary Metal Mfg,Illinois,2020,World Total,"4,987,676,484"
331 Primary Metal Mfg,Indiana,2020,World Total,"2,438,144,135"
331 Primary Metal Mfg,Kansas,2020,World Total,"150,695,544"
331 Primary Metal Mfg,Kentucky,2020,World Total,"1,505,995,231"
331 Primary Metal Mfg,Louisiana,2020,World Total,"2,131,099,522"
331 Primary Metal Mfg,Massachusetts,2020,World Total,"2,673,764,415"
331 Primary Metal Mfg,Maryland,2020,World Total,"2,903,773,529"
331 Primary Metal Mfg,Maine,2020,World Total,"40,237,274"
331 Primary Metal Mfg,Michigan,2020,World Total,"2,768,933,918"
331 Primary Metal Mfg,Minnesota,2020,World Total,"389,160,897"
331 Primary Metal Mfg,Missouri,2020,World Total,"542,956,045"
331 Primary Metal Mfg,Mississippi,2020,World Total,"465,232,889"
331 Primary Metal Mfg,Montana,2020,World Total,"34,705,904"
331 Primary Metal Mfg,North Carolina,2020,World Total,"737,504,425"
331 Primary Metal Mfg,North Dakota,2020,World Total,"69,690,104"
331 Primary Metal Mfg,Nebraska,2020,World Total,"77,466,967"
331 Primary Metal Mfg,New Hampshire,2020,World Total,"155,855,016"
331 Primary Metal Mfg,New Jersey,2020,World Total,"7,526,817,981"
331 Primary Metal Mfg,New Mexico,2020,World Total,"71,285,751"
331 Primary Metal Mfg,Nevada,2020,World Total,"144,979,851"
331 Primary Metal Mfg,New York,2020,World Total,"53,524,474,091"
331 Primary Metal Mfg,Ohio,2020,World Total,"6,171,321,933"
331 Primary Metal Mfg,Oklahoma,2020,World Total,"524,043,370"
331 Primary Metal Mfg,Oregon,2020,World Total,"417,115,924"
