State,Country,Time,Exports
Illinois,Belarus,2019,"4,381,632"
Illinois,Ukraine,2019,"53,156,619"
Illinois,Armenia,2019,"272,028"
Illinois,Azerbaijan,2019,"4,793,657"
Illinois,Georgia,2019,"20,077,874"
Illinois,Kazakhstan,2019,"53,710,277"
Illinois,Kyrgyzstan,2019,"2,311,943"
Illinois,Moldova,2019,"804,983"
Illinois,Tajikistan,2019,"287,916"
Illinois,Turkmenistan,2019,"1,440,553"
Illinois,Uzbekistan,2019,"2,682,916"
Illinois,Spain,2019,"219,614,649"
Illinois,Portugal,2019,"33,614,283"
Illinois,Gibraltar,2019,"149,873"
Illinois,Malta,2019,"3,665,630"
Illinois,San Marino,2019,"8,993"
Illinois,Italy,2019,"330,589,960"
Illinois,Croatia,2019,"21,910,844"
Illinois,Slovenia,2019,"6,913,350"
Illinois,Bosnia And Herzegovina,2019,"940,818"
Illinois,Macedonia,2019,"621,958"
Illinois,Albania,2019,"6,050,766"
Illinois,Serbia,2019,"6,311,954"
Illinois,Kosovo,2019,"90,049"
Illinois,Montenegro,2019,"650,435"
Illinois,Greece,2019,"22,549,980"
Illinois,Romania,2019,"18,378,722"
Illinois,Bulgaria,2019,"22,201,791"
Illinois,Turkey,2019,"182,277,733"
Illinois,Cyprus,2019,"1,098,270"
Illinois,Lebanon,2019,"13,314,170"
Illinois,Iraq,2019,"43,720,674"
Illinois,Iran,2019,"7,093,213"
Illinois,Israel,2019,"179,733,740"
Illinois,West Bank Administered By Israel,2019,"18,532"
Illinois,Jordan,2019,"47,328,049"
Illinois,Kuwait,2019,"115,072,703"
Illinois,Saudi Arabia,2019,"297,914,730"
Illinois,Qatar,2019,"74,490,340"
Illinois,United Arab Emirates,2019,"402,401,394"
Illinois,Yemen,2019,"481,179"
Illinois,Oman,2019,"31,540,705"
Illinois,Bahrain,2019,"10,767,432"
Illinois,Afghanistan,2019,"5,219,000"
Illinois,India,2019,"694,678,989"
Illinois,Pakistan,2019,"73,477,495"
Illinois,Nepal,2019,"2,953,979"
Illinois,Bangladesh,2019,"36,510,437"
Illinois,Sri Lanka,2019,"17,195,304"
Illinois,Burma,2019,"35,675,959"
Illinois,Thailand,2019,"446,217,693"
Illinois,Vietnam,2019,"458,757,672"
Illinois,Laos,2019,"1,076,268"
Illinois,Cambodia,2019,"19,092,036"
Illinois,Malaysia,2019,"412,730,391"
Illinois,Singapore,2019,"1,182,408,043"
Illinois,Indonesia,2019,"568,291,842"
Illinois,Timor-leste,2019,"141,019"
Illinois,Brunei,2019,"747,980"
Illinois,Philippines,2019,"273,353,509"
Illinois,Macau,2019,"5,739,838"
Illinois,Bhutan,2019,"29,321"
Illinois,Maldives,2019,"2,521,298"
Illinois,China,2019,"2,914,397,434"
Illinois,Mongolia,2019,"13,333,122"
Illinois,Korea, South,2019,"1,107,946,030"
Illinois,Hong Kong,2019,"1,593,649,960"
Illinois,Taiwan,2019,"669,297,209"
Illinois,Japan,2019,"1,967,068,173"
Illinois,Australia,2019,"3,467,176,852"
Illinois,Christmas Island,2019,"8,795"
Illinois,Heard And Mcdonald Islands,2019,"5,201"
Illinois,Papua New Guinea,2019,"4,391,385"
Illinois,New Zealand,2019,"138,117,150"
Illinois,Cook Islands,2019,"21,446"
Illinois,Samoa,2019,"232,051"
Illinois,Solomon Islands,2019,"2,953"
Illinois,Vanuatu,2019,"3,396"
Illinois,Kiribati,2019,"134,192"
Illinois,New Caledonia,2019,"10,835,501"
Illinois,French Polynesia,2019,"2,895,466"
Illinois,Marshall Islands,2019,"308,622"
Illinois,Micronesia,2019,"480,605"
Illinois,Palau,2019,"420,663"
Illinois,Fiji,2019,"645,165"
Illinois,Tonga,2019,"5,157"
Illinois,Tunisia,2019,"52,706,446"
Illinois,Morocco,2019,"85,010,583"
Illinois,Algeria,2019,"32,433,577"
Illinois,Libya,2019,"9,293,427"
Illinois,Egypt,2019,"125,669,730"
Illinois,Sudan,2019,"1,239,754"
Illinois,South Sudan,2019,"1,186,481"
Illinois,Equatorial Guinea,2019,"235,294"
Illinois,Mauritania,2019,"5,762,714"
Illinois,Cameroon,2019,"2,695,975"
Illinois,Senegal,2019,"9,939,870"
Illinois,Mali,2019,"11,178,700"
Illinois,Guinea,2019,"1,135,458"
Illinois,Sierra Leone,2019,"1,015,168"
Illinois,Cote D'ivoire,2019,"4,602,225"
Illinois,Ghana,2019,"19,996,223"
Illinois,Gambia,2019,"272,024"
Illinois,Niger,2019,"3,015,315"
Illinois,Togo,2019,"2,876,196"
Illinois,Nigeria,2019,"36,761,673"
Illinois,Central African Republic,2019,"69,566"
Illinois,Gabon,2019,"14,797,035"
Illinois,Chad,2019,"167,522"
Illinois,St Helena,2019,"6,420"
Illinois,Burkina Faso,2019,"6,402,432"
Illinois,Benin,2019,"2,700,996"
Illinois,Angola,2019,"5,866,404"
Illinois,Congo,2019,"905,415"
Illinois,Guinea-bissau,2019,"95,105"
Illinois,Cabo Verde,2019,"181,230"
Illinois,Sao Tome And Principe,2019,"123,108"
Illinois,Liberia,2019,"556,379"
Illinois,Democratic Republic Of The Congo,2019,"15,399,657"
Illinois,Rwanda,2019,"707,062"
Illinois,Somalia,2019,"2,993,078"
Illinois,Eritrea,2019,"102,452"
Illinois,Ethiopia,2019,"15,286,916"
Illinois,Djibouti,2019,"3,216,389"
Illinois,Uganda,2019,"4,794,789"
Illinois,Kenya,2019,"6,810,403"
Illinois,Seychelles,2019,"1,580,542"
Illinois,British Indian Ocean Territories,2019,"9,900"
Illinois,Tanzania,2019,"7,215,470"
Illinois,Mauritius,2019,"3,288,580"
Illinois,Mozambique,2019,"14,408,471"
Illinois,Madagascar,2019,"2,546,294"
Illinois,Mayotte,2019,"102,095"
Illinois,Comoros,2019,"61,650"
Illinois,Reunion,2019,"876,570"
Illinois,South Africa,2019,"571,908,074"
Illinois,Namibia,2019,"3,326,259"
Illinois,Botswana,2019,"318,041"
Illinois,Zambia,2019,"6,989,198"
Illinois,Eswatini,2019,"154,468"
Illinois,Zimbabwe,2019,"737,700"
Illinois,Malawi,2019,"841,764"
Illinois,Lesotho,2019,"4,128"
Indiana,Guatemala,2019,"25,218,685"
Indiana,Canada,2019,"13,304,355,605"
Indiana,Mexico,2019,"5,748,717,470"
Indiana,Belize,2019,"714,185"
Indiana,El Salvador,2019,"15,979,615"
Indiana,Honduras,2019,"76,921,645"
Indiana,Nicaragua,2019,"3,893,520"
Indiana,Costa Rica,2019,"135,259,660"
Indiana,Panama,2019,"46,234,832"
Indiana,Bermuda,2019,"5,560,534"
Indiana,Bahamas,2019,"7,100,776"
Indiana,Cuba,2019,"38,600"
Indiana,Jamaica,2019,"10,749,145"
Indiana,Turks And Caicos Islands,2019,"495,452"
Indiana,Cayman Islands,2019,"2,925,600"
Indiana,Haiti,2019,"3,865,564"
Indiana,Dominican Republic,2019,"37,090,129"
Indiana,Anguilla,2019,"117,485"
Indiana,British Virgin Islands,2019,"921,181"
Indiana,St Kitts And Nevis,2019,"838,091"
Indiana,Antigua And Barbuda,2019,"300,565"
Indiana,Montserrat,2019,"3,445"
Indiana,Dominica,2019,"1,089,630"
Indiana,St Lucia,2019,"599,102"
Indiana,St Vincent And The Grenadines,2019,"121,197"
Indiana,Grenada,2019,"264,398"
Indiana,Barbados,2019,"2,782,755"
Indiana,Trinidad And Tobago,2019,"19,218,704"
Indiana,Sint Maarten,2019,"605,143"
Indiana,Curacao,2019,"2,224,310"
Indiana,Aruba,2019,"493,442"
Indiana,Guadeloupe,2019,"71,381"
Indiana,Martinique,2019,"116,092"
Indiana,Colombia,2019,"205,415,328"
Indiana,Venezuela,2019,"2,157,596"
Indiana,Guyana,2019,"5,329,157"
Indiana,Suriname,2019,"2,269,753"
Indiana,French Guiana,2019,"3,743"
Indiana,Ecuador,2019,"23,092,271"
Indiana,Peru,2019,"91,860,317"
Indiana,Bolivia,2019,"5,064,706"
Indiana,Chile,2019,"139,344,802"
Indiana,Brazil,2019,"680,617,255"
Indiana,Paraguay,2019,"5,610,951"
Indiana,Uruguay,2019,"60,213,185"
Indiana,Argentina,2019,"210,358,857"
Indiana,Iceland,2019,"2,683,116"
Indiana,Sweden,2019,"158,346,812"
Indiana,Norway,2019,"16,006,008"
Indiana,Finland,2019,"11,796,224"
Indiana,Denmark,2019,"29,413,169"
Indiana,United Kingdom,2019,"1,063,178,158"
Indiana,Ireland,2019,"393,280,781"
Indiana,Netherlands,2019,"1,399,461,185"
Indiana,Belgium,2019,"1,128,992,117"
Indiana,Luxembourg,2019,"61,486,758"
Indiana,Monaco,2019,"49,282"
Indiana,France,2019,"1,387,261,866"
Indiana,Germany,2019,"1,405,754,872"
Indiana,Austria,2019,"49,467,013"
Indiana,Czech Republic,2019,"32,075,139"
Indiana,Slovakia,2019,"800,796"
Indiana,Hungary,2019,"159,692,554"
Indiana,Liechtenstein,2019,"42,231"
Indiana,Switzerland,2019,"167,770,156"
Indiana,Poland,2019,"98,547,981"
Indiana,Estonia,2019,"2,697,897"
Indiana,Latvia,2019,"2,389,595"
Indiana,Lithuania,2019,"9,049,778"
Indiana,Russia,2019,"103,029,627"
Indiana,Belarus,2019,"2,685,034"
Indiana,Ukraine,2019,"38,192,530"
Indiana,Armenia,2019,"19,338"
Indiana,Azerbaijan,2019,"1,791,594"
Indiana,Georgia,2019,"2,639,555"
Indiana,Kazakhstan,2019,"12,492,423"
Indiana,Kyrgyzstan,2019,"95,274"
Indiana,Moldova,2019,"138,458"
Indiana,Tajikistan,2019,"66,071"
Indiana,Turkmenistan,2019,"45,027"
Indiana,Uzbekistan,2019,"250,452"
Indiana,Spain,2019,"337,311,378"
Indiana,Portugal,2019,"75,507,493"
Indiana,Malta,2019,"752,658"
Indiana,Italy,2019,"1,258,901,472"
Indiana,Croatia,2019,"2,069,175"
Indiana,Slovenia,2019,"1,047,478"
Indiana,Bosnia And Herzegovina,2019,"34,713"
Indiana,Macedonia,2019,"509,968"
Indiana,Serbia,2019,"1,774,099"
Indiana,Kosovo,2019,"8,529"
Indiana,Montenegro,2019,"257,604"
Indiana,Albania,2019,"293,180"
Indiana,Greece,2019,"39,500,860"
Indiana,Romania,2019,"12,385,199"
Indiana,Bulgaria,2019,"2,836,873"
Indiana,Turkey,2019,"83,470,441"
Indiana,Cyprus,2019,"757,281"
Indiana,Syria,2019,"15,620"
Indiana,Lebanon,2019,"52,436,282"
Indiana,Iraq,2019,"56,691,584"
Indiana,Iran,2019,"266,838"
Indiana,Israel,2019,"95,412,097"
Indiana,West Bank Administered By Israel,2019,"26,890"
Indiana,Jordan,2019,"19,095,435"
Indiana,Kuwait,2019,"156,670,543"
Indiana,Saudi Arabia,2019,"187,888,350"
Indiana,Qatar,2019,"22,577,350"
Indiana,United Arab Emirates,2019,"229,294,027"
Indiana,Yemen,2019,"248,150"
Indiana,Oman,2019,"12,252,131"
Indiana,Bahrain,2019,"36,018,330"
Indiana,Afghanistan,2019,"28,201,452"
Indiana,India,2019,"418,276,540"
Indiana,Pakistan,2019,"48,181,045"
Indiana,Nepal,2019,"1,365,211"
Indiana,Bangladesh,2019,"36,081,693"
Indiana,Sri Lanka,2019,"3,740,466"
Indiana,Burma,2019,"1,381,040"
Indiana,Thailand,2019,"128,435,907"
Indiana,Vietnam,2019,"74,669,144"
Indiana,Laos,2019,"85,181"
Indiana,Cambodia,2019,"1,331,211"
Indiana,Malaysia,2019,"130,689,162"
Indiana,Singapore,2019,"434,160,710"
Indiana,Indonesia,2019,"69,271,059"
Indiana,Brunei,2019,"498,099"
Indiana,Philippines,2019,"99,818,358"
Indiana,Macau,2019,"620,505"
Indiana,Bhutan,2019,"139,346"
Indiana,Maldives,2019,"4,397,519"
Indiana,China,2019,"2,021,540,759"
Indiana,Mongolia,2019,"473,359"
Indiana,Korea, South,2019,"764,415,803"
Indiana,Hong Kong,2019,"149,785,326"
Indiana,Taiwan,2019,"198,667,632"
Indiana,Japan,2019,"2,110,975,472"
Indiana,Australia,2019,"1,001,408,944"
Indiana,Papua New Guinea,2019,"100,912"
Indiana,New Zealand,2019,"105,035,852"
Indiana,Cook Islands,2019,"13,275"
Indiana,Samoa,2019,"24,780"
Indiana,New Caledonia,2019,"227,385"
Indiana,Wallis And Futuna,2019,"196,858"
Indiana,French Polynesia,2019,"391,175"
Indiana,Marshall Islands,2019,"4,147"
Indiana,Micronesia,2019,"1,030,178"
Indiana,Palau,2019,"2,838"
Indiana,Fiji,2019,"288,018"
Indiana,Morocco,2019,"7,711,621"
Indiana,Algeria,2019,"6,228,452"
Indiana,Tunisia,2019,"5,216,346"
Indiana,Libya,2019,"2,075,854"
Indiana,Egypt,2019,"62,337,648"
Indiana,Sudan,2019,"12,300"
Indiana,South Sudan,2019,"117,610"
Indiana,Equatorial Guinea,2019,"3,200"
Indiana,Mauritania,2019,"64,636"
Indiana,Cameroon,2019,"178,741"
Indiana,Senegal,2019,"1,088,739"
Indiana,Mali,2019,"117,053"
Indiana,Guinea,2019,"1,431,988"
Indiana,Sierra Leone,2019,"168,449"
Indiana,Cote D'ivoire,2019,"4,282,570"
Indiana,Ghana,2019,"4,585,866"
Indiana,Niger,2019,"307,425"
Indiana,Togo,2019,"283,303"
Indiana,Nigeria,2019,"28,717,961"
Indiana,Gabon,2019,"634,853"
Indiana,Chad,2019,"40,865"
Indiana,Burkina Faso,2019,"819,638"
Indiana,Benin,2019,"1,856,631"
Indiana,Angola,2019,"272,101"
Indiana,Congo,2019,"298,582"
Indiana,Guinea-bissau,2019,"7,800"
Indiana,Cabo Verde,2019,"19,104"
Indiana,Sao Tome And Principe,2019,"85,013"
Indiana,Liberia,2019,"373,595"
Indiana,Democratic Republic Of The Congo,2019,"591,708"
Indiana,Burundi,2019,"20,401"
Indiana,Rwanda,2019,"150,552"
Indiana,Ethiopia,2019,"3,089,559"
Indiana,Djibouti,2019,"16,246,424"
Indiana,Uganda,2019,"3,730,968"
Indiana,Kenya,2019,"15,915,996"
Indiana,Seychelles,2019,"186,722"
Indiana,British Indian Ocean Territories,2019,"62,207"
Indiana,Tanzania,2019,"705,603"
Indiana,Mauritius,2019,"311,740"
Indiana,Mozambique,2019,"256,826"
Indiana,Madagascar,2019,"22,232"
Indiana,Reunion,2019,"93,147"
Indiana,South Africa,2019,"97,822,100"
Indiana,Namibia,2019,"1,569,347"
Indiana,Botswana,2019,"3,700"
Indiana,Zambia,2019,"364,261"
Indiana,Eswatini,2019,"285,100"
Indiana,Zimbabwe,2019,"622,817"
Indiana,Malawi,2019,"249,293"
Kansas,Greenland,2019,"6,454,169"
Kansas,Canada,2019,"1,928,060,528"
Kansas,Mexico,2019,"2,212,026,088"
Kansas,Guatemala,2019,"64,345,224"
Kansas,Belize,2019,"5,290,731"
Kansas,El Salvador,2019,"23,948,990"
Kansas,Honduras,2019,"3,636,034"
Kansas,Nicaragua,2019,"3,016,136"
Kansas,Costa Rica,2019,"7,900,423"
Kansas,Panama,2019,"22,467,725"
Kansas,Bermuda,2019,"405,380"
Kansas,Bahamas,2019,"1,585,144"
Kansas,Cuba,2019,"87,877"
Kansas,Jamaica,2019,"6,422,027"
Kansas,Turks And Caicos Islands,2019,"48,950"
Kansas,Cayman Islands,2019,"1,268,747"
Kansas,Haiti,2019,"38,303,928"
Kansas,Dominican Republic,2019,"44,020,744"
Kansas,Anguilla,2019,"38,921"
Kansas,British Virgin Islands,2019,"440,257"
Kansas,St Kitts And Nevis,2019,"293,136"
Kansas,Antigua And Barbuda,2019,"1,303,744"
Kansas,Dominica,2019,"27,296"
Kansas,St Lucia,2019,"553,153"
Kansas,St Vincent And The Grenadines,2019,"447,786"
Kansas,Grenada,2019,"31,313"
Kansas,Barbados,2019,"738,637"
Kansas,Trinidad And Tobago,2019,"30,485,207"
Kansas,Sint Maarten,2019,"650,767"
Kansas,Curacao,2019,"162,904"
Kansas,Aruba,2019,"217,648"
Kansas,Guadeloupe,2019,"6,656"
Kansas,Martinique,2019,"18,057"
Kansas,Colombia,2019,"82,084,912"
Kansas,Venezuela,2019,"18,068,639"
Kansas,Guyana,2019,"663,719"
Kansas,Suriname,2019,"6,640,961"
Kansas,Ecuador,2019,"16,588,458"
Kansas,Peru,2019,"35,218,374"
Kansas,Bolivia,2019,"1,210,741"
Kansas,Chile,2019,"77,929,883"
Kansas,Brazil,2019,"270,283,097"
Kansas,Paraguay,2019,"6,388,441"
Kansas,Uruguay,2019,"6,445,359"
Kansas,Argentina,2019,"51,755,898"
Kansas,Iceland,2019,"548,704"
Kansas,Sweden,2019,"24,684,363"
Kansas,Norway,2019,"49,738,178"
Kansas,Finland,2019,"7,429,917"
Kansas,Faroe Islands,2019,"15,880"
Kansas,Denmark,2019,"19,078,713"
Kansas,United Kingdom,2019,"461,875,242"
Kansas,Ireland,2019,"13,184,233"
Kansas,Netherlands,2019,"151,909,822"
Kansas,Belgium,2019,"78,046,096"
Kansas,Luxembourg,2019,"7,457,826"
Kansas,Andorra,2019,"40,031"
Kansas,Monaco,2019,"5,018"
Kansas,France,2019,"233,864,609"
Kansas,Germany,2019,"508,069,090"
Kansas,Austria,2019,"153,586,853"
Kansas,Czech Republic,2019,"27,073,026"
Kansas,Switzerland,2019,"139,596,797"
Kansas,Slovakia,2019,"901,643"
Kansas,Hungary,2019,"42,799,410"
Kansas,Liechtenstein,2019,"186,617"
Kansas,Estonia,2019,"2,298,607"
Kansas,Latvia,2019,"1,549,116"
Kansas,Lithuania,2019,"2,335,891"
Kansas,Poland,2019,"68,638,222"
Kansas,Russia,2019,"82,029,721"
Kansas,Belarus,2019,"299,327"
Kansas,Ukraine,2019,"10,953,550"
Kansas,Armenia,2019,"1,729,286"
Kansas,Azerbaijan,2019,"2,652,435"
Kansas,Georgia,2019,"92,220"
Kansas,Kazakhstan,2019,"3,968,961"
Kansas,Kyrgyzstan,2019,"317,689"
Kansas,Moldova,2019,"429,399"
Kansas,Tajikistan,2019,"23,155"
Kansas,Turkmenistan,2019,"104,079"
Kansas,Uzbekistan,2019,"130,051"
Kansas,Spain,2019,"152,488,175"
Kansas,Portugal,2019,"46,998,042"
Kansas,Malta,2019,"409,840"
Kansas,San Marino,2019,"2,696"
Kansas,Italy,2019,"143,185,111"
Kansas,Croatia,2019,"743,524"
Kansas,Slovenia,2019,"403,945"
Kansas,Bosnia And Herzegovina,2019,"9,493,522"
Kansas,Macedonia,2019,"67,629"
Kansas,Serbia,2019,"10,464,173"
Kansas,Albania,2019,"127,993"
Kansas,Greece,2019,"1,819,011"
Kansas,Romania,2019,"15,194,932"
Kansas,Bulgaria,2019,"2,411,840"
Kansas,Turkey,2019,"69,160,572"
Kansas,Cyprus,2019,"353,382"
Kansas,Lebanon,2019,"1,931,321"
Kansas,Iraq,2019,"42,460,396"
Kansas,Israel,2019,"41,687,019"
Kansas,Gaza Strip Administered By Israel,2019,"24,675"
Kansas,West Bank Administered By Israel,2019,"143,661"
Kansas,Jordan,2019,"5,282,570"
Kansas,Kuwait,2019,"12,907,335"
Kansas,Saudi Arabia,2019,"46,663,488"
Kansas,Qatar,2019,"17,423,035"
Kansas,United Arab Emirates,2019,"48,370,971"
Kansas,Oman,2019,"12,422,334"
Kansas,Bahrain,2019,"2,389,515"
Kansas,Afghanistan,2019,"5,295,471"
Kansas,India,2019,"81,482,001"
Kansas,Pakistan,2019,"10,642,177"
Kansas,Nepal,2019,"1,448,223"
Kansas,Bangladesh,2019,"14,888,153"
Kansas,Sri Lanka,2019,"14,687,662"
Kansas,Burma,2019,"30,066,634"
Kansas,Thailand,2019,"93,126,773"
Kansas,Vietnam,2019,"83,701,859"
Kansas,Laos,2019,"192,330"
Kansas,Cambodia,2019,"1,036,654"
Kansas,Malaysia,2019,"119,605,640"
Kansas,Singapore,2019,"367,940,904"
Kansas,Indonesia,2019,"63,925,539"
Kansas,Timor-leste,2019,"44,957"
Kansas,Brunei,2019,"334,237"
Kansas,Philippines,2019,"106,678,089"
Kansas,Macau,2019,"504,528"
Kansas,Bhutan,2019,"16,720"
Kansas,Maldives,2019,"362,379"
Kansas,China,2019,"552,909,169"
Kansas,Mongolia,2019,"2,709,744"
Kansas,Korea, South,2019,"395,220,633"
Kansas,Hong Kong,2019,"153,462,053"
Kansas,Australia,2019,"180,243,030"
Kansas,Taiwan,2019,"250,036,762"
Kansas,Japan,2019,"1,030,928,884"
Kansas,Papua New Guinea,2019,"6,312,819"
Kansas,New Zealand,2019,"20,601,866"
Kansas,Samoa,2019,"301,544"
Kansas,Solomon Islands,2019,"3,642"
Kansas,Kiribati,2019,"11,745"
Kansas,New Caledonia,2019,"502,059"
Kansas,French Polynesia,2019,"389,808"
Kansas,Micronesia,2019,"21,202"
Kansas,Fiji,2019,"239,053"
Kansas,Morocco,2019,"4,477,542"
Kansas,Algeria,2019,"36,770,524"
Kansas,Tunisia,2019,"2,348,771"
Kansas,Libya,2019,"1,330,331"
Kansas,Egypt,2019,"59,084,338"
Kansas,Sudan,2019,"474,362"
Kansas,Equatorial Guinea,2019,"3,639"
Kansas,Mauritania,2019,"25,546"
Kansas,Cameroon,2019,"400,093"
Kansas,Senegal,2019,"2,182,984"
Kansas,Mali,2019,"3,766,582"
Kansas,Guinea,2019,"1,499,237"
Kansas,Sierra Leone,2019,"10,590"
Kansas,Cote D'ivoire,2019,"1,142,079"
Kansas,Ghana,2019,"13,576,001"
Kansas,Gambia,2019,"740,967"
Kansas,Niger,2019,"6,000"
Kansas,Togo,2019,"259,561"
Kansas,Nigeria,2019,"87,296,660"
Kansas,Gabon,2019,"916,228"
Kansas,Chad,2019,"140,646"
Kansas,Burkina Faso,2019,"3,779,368"
Kansas,Benin,2019,"156,501"
Kansas,Angola,2019,"611,615"
Kansas,Congo,2019,"176,664"
Kansas,Cabo Verde,2019,"148,404"
Kansas,Liberia,2019,"3,288,006"
Kansas,Democratic Republic Of The Congo,2019,"2,229,948"
Kansas,Rwanda,2019,"499,819"
Kansas,Eritrea,2019,"11,013,254"
Kansas,Ethiopia,2019,"1,412,148"
Kansas,Djibouti,2019,"172,571"
Kansas,Uganda,2019,"8,177,908"
Kansas,Kenya,2019,"11,597,209"
Kansas,Seychelles,2019,"150,754"
Kansas,British Indian Ocean Territories,2019,"292,431"
Kansas,Tanzania,2019,"13,409,035"
Kansas,Mauritius,2019,"235,142"
Kansas,Mozambique,2019,"15,300"
Kansas,Madagascar,2019,"143,835"
Kansas,Reunion,2019,"17,625"
Kansas,South Africa,2019,"47,121,866"
Kansas,Namibia,2019,"166,041"
Kansas,Botswana,2019,"6,601,583"
Kansas,Zambia,2019,"1,403,548"
Kansas,Zimbabwe,2019,"1,395,633"
Kansas,Malawi,2019,"4,823"
Kentucky,Mexico,2019,"2,198,561,630"
Kentucky,Canada,2019,"7,810,949,012"
Kentucky,Guatemala,2019,"37,493,521"
Kentucky,Belize,2019,"1,182,457"
Kentucky,El Salvador,2019,"8,384,492"
Kentucky,Honduras,2019,"12,817,529"
Kentucky,Nicaragua,2019,"6,116,592"
Kentucky,Costa Rica,2019,"19,882,347"
Kentucky,Panama,2019,"27,995,168"
Kentucky,Bermuda,2019,"1,794,413"
Kentucky,Bahamas,2019,"8,770,009"
Kentucky,Jamaica,2019,"7,223,387"
Kentucky,Turks And Caicos Islands,2019,"261,137"
Kentucky,Cayman Islands,2019,"1,858,002"
Kentucky,Haiti,2019,"4,992,839"
Kentucky,Dominican Republic,2019,"29,839,691"
Kentucky,Anguilla,2019,"74,342"
Kentucky,British Virgin Islands,2019,"648,740"
Kentucky,St Kitts And Nevis,2019,"248,898"
Kentucky,Antigua And Barbuda,2019,"284,771"
Kentucky,Dominica,2019,"136,398"
Kentucky,St Lucia,2019,"508,391"
Kentucky,St Vincent And The Grenadines,2019,"160,436"
Kentucky,Grenada,2019,"239,705"
Kentucky,Barbados,2019,"2,231,304"
Kentucky,Trinidad And Tobago,2019,"12,609,961"
Kentucky,Sint Maarten,2019,"1,269,746"
Kentucky,Curacao,2019,"445,217"
Kentucky,Aruba,2019,"1,645,587"
Kentucky,Guadeloupe,2019,"434,805"
Kentucky,Martinique,2019,"441,408"
Kentucky,Colombia,2019,"89,375,271"
Kentucky,Venezuela,2019,"788,425"
Kentucky,Guyana,2019,"3,576,384"
Kentucky,Suriname,2019,"1,341,910"
Kentucky,French Guiana,2019,"143,306"
Kentucky,Ecuador,2019,"15,721,974"
Kentucky,Peru,2019,"33,438,371"
Kentucky,Bolivia,2019,"2,197,077"
Kentucky,Chile,2019,"73,407,919"
Kentucky,Brazil,2019,"2,627,405,243"
Kentucky,Paraguay,2019,"4,561,715"
Kentucky,Uruguay,2019,"10,555,998"
Kentucky,Argentina,2019,"79,629,933"
Kentucky,Iceland,2019,"1,728,593"
Kentucky,Sweden,2019,"231,746,191"
Kentucky,Norway,2019,"11,986,788"
Kentucky,Finland,2019,"17,956,966"
Kentucky,Denmark,2019,"13,135,737"
Kentucky,United Kingdom,2019,"3,552,617,126"
Kentucky,Ireland,2019,"100,851,718"
Kentucky,Netherlands,2019,"1,127,326,634"
Kentucky,Belgium,2019,"321,891,219"
Kentucky,Luxembourg,2019,"7,124,647"
Kentucky,Monaco,2019,"2,687"
Kentucky,France,2019,"3,508,863,915"
Kentucky,Germany,2019,"1,197,082,527"
Kentucky,Austria,2019,"845,846,171"
Kentucky,Czech Republic,2019,"15,463,316"
Kentucky,Slovakia,2019,"5,993,240"
Kentucky,Hungary,2019,"63,152,948"
Kentucky,Switzerland,2019,"43,072,120"
Kentucky,Estonia,2019,"2,171,306"
Kentucky,Russia,2019,"56,301,166"
Kentucky,Latvia,2019,"18,120,862"
Kentucky,Lithuania,2019,"673,992"
Kentucky,Poland,2019,"85,243,634"
Kentucky,Belarus,2019,"1,014,314"
Kentucky,Ukraine,2019,"2,603,660"
Kentucky,Armenia,2019,"150,366"
Kentucky,Azerbaijan,2019,"1,012,910"
Kentucky,Georgia,2019,"564,008"
Kentucky,Kazakhstan,2019,"3,871,834"
Kentucky,Moldova,2019,"130,177"
Kentucky,Uzbekistan,2019,"994,177"
Kentucky,Spain,2019,"148,245,266"
Kentucky,Portugal,2019,"3,040,635"
Kentucky,Gibraltar,2019,"40,893"
Kentucky,Malta,2019,"2,552,232"
Kentucky,Italy,2019,"317,987,747"
Kentucky,Croatia,2019,"707,530"
Kentucky,Slovenia,2019,"2,154,148"
Kentucky,Bosnia And Herzegovina,2019,"98,500"
Kentucky,Macedonia,2019,"65,227"
Kentucky,Serbia,2019,"791,061"
Kentucky,Kosovo,2019,"7,928"
Kentucky,Montenegro,2019,"87,003"
Kentucky,Albania,2019,"249,137"
Kentucky,Greece,2019,"4,626,714"
Kentucky,Romania,2019,"15,673,389"
Kentucky,Bulgaria,2019,"1,539,502"
Kentucky,Turkey,2019,"63,910,754"
Kentucky,Cyprus,2019,"583,826"
Kentucky,Lebanon,2019,"3,436,711"
Kentucky,Iraq,2019,"1,739,531"
Kentucky,Iran,2019,"1,100,279"
Kentucky,Israel,2019,"78,587,110"
Kentucky,Jordan,2019,"4,391,720"
Kentucky,Kuwait,2019,"61,245,551"
Kentucky,Saudi Arabia,2019,"186,775,661"
Kentucky,Qatar,2019,"72,380,773"
Kentucky,United Arab Emirates,2019,"484,168,329"
Kentucky,Yemen,2019,"165,967"
Kentucky,Oman,2019,"38,953,955"
Kentucky,Bahrain,2019,"15,760,315"
Kentucky,Afghanistan,2019,"35,699,747"
Kentucky,India,2019,"167,024,261"
Kentucky,Pakistan,2019,"7,837,912"
Kentucky,Nepal,2019,"570,869"
Kentucky,Bangladesh,2019,"1,821,242"
Kentucky,Sri Lanka,2019,"1,454,602"
Kentucky,Burma,2019,"690,899"
Kentucky,Thailand,2019,"83,899,760"
Kentucky,Vietnam,2019,"36,413,147"
Kentucky,Laos,2019,"18,700"
Kentucky,Cambodia,2019,"1,014,611"
